Species	Phylum	[NH4]+ [µmol/l]	[PO4]3- [µmol/l]	Biom [g/l]	E [µmol/m**2/s]	[NO3]- [µmol/l]	SGR [%/day]
Porphyra leucosticta	Rhodophyta	25.00	2.50	0.08	125.00		8.23
Porphyra leucosticta	Rhodophyta	25.00	2.50	0.08	125.00		3.21
Porphyra leucosticta	Rhodophyta	250.00	25.00	0.08	125.00		10.00
Porphyra leucosticta	Rhodophyta	250.00	25.00	0.08	125.00		10.00
Porphyra leucosticta	Rhodophyta	250.00	25.00	0.08	125.00		5.02
Porphyra	Rhodophyta	25.00	2.50	0.08	125.00		2.89
Porphyra	Rhodophyta	25.00	2.50	0.08	125.00		2.49
Porphyra	Rhodophyta	25.00	2.50	0.08	125.00		7.15
Porphyra	Rhodophyta	250.00	25.00	0.08	125.00		4.42
Porphyra	Rhodophyta	250.00	25.00	0.08	125.00		4.66
Porphyra	Rhodophyta	250.00	25.00	0.08	125.00		8.67
Porphyra linearis	Rhodophyta	25.00	2.50	0.10	125.00		11.59
Porphyra linearis	Rhodophyta	25.00	2.50	0.10	125.00		8.44
Porphyra linearis	Rhodophyta	25.00	2.50	0.10	125.00		1.75
Porphyra linearis	Rhodophyta	250.00	25.00	0.10	125.00		15.79
Porphyra linearis	Rhodophyta	250.00	25.00	0.10	125.00		11.32
Porphyra linearis	Rhodophyta	250.00	25.00	0.10	125.00		8.90
Porphyra umbilicalis	Rhodophyta	25.00	2.50	0.14	125.00		8.26
Porphyra umbilicalis	Rhodophyta	25.00	2.50	0.14	125.00		5.18
Porphyra umbilicalis	Rhodophyta	25.00	2.50	0.14	125.00		5.34
Porphyra umbilicalis	Rhodophyta	250.00	25.00	0.14	125.00		9.80
Porphyra umbilicalis	Rhodophyta	250.00	25.00	0.14	125.00		7.77
Porphyra umbilicalis	Rhodophyta	250.00	25.00	0.14	125.00		7.61
Porphyra dioica	Rhodophyta			0.10	50.00	500.00	26.02
Porphyra dioica	Rhodophyta			0.30	50.00	500.00	18.96
Porphyra dioica	Rhodophyta			0.60	50.00	500.00	14.55
Porphyra dioica	Rhodophyta			1.00	50.00	500.00	11.95
Porphyra dioica	Rhodophyta			1.50	50.00	500.00	
Porphyra dioica	Rhodophyta			0.10	150.00	500.00	32.90
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	26.70
Porphyra dioica	Rhodophyta			0.60	150.00	500.00	20.80
Porphyra dioica	Rhodophyta			1.00	150.00	500.00	14.42
Porphyra dioica	Rhodophyta			1.50	150.00	500.00	11.68
Porphyra dioica	Rhodophyta			0.10	250.00	500.00	33.60
Porphyra dioica	Rhodophyta			0.30	250.00	500.00	26.86
Porphyra dioica	Rhodophyta			0.60	250.00	500.00	19.82
Porphyra dioica	Rhodophyta			1.00	250.00	500.00	14.26
Porphyra dioica	Rhodophyta			1.50	250.00	500.00	
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	11.78
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	20.06
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	20.07
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	22.04
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	22.74
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	20.66
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	25.20
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	25.20
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	27.50
Porphyra dioica	Rhodophyta			0.30	150.00	500.00	20.71
Chondrus crispus	Rhodophyta			5.80			
Chondrus crispus	Rhodophyta			9.30			
Chondrus crispus	Rhodophyta	95.30		4.10			
Palmaria palmata	Rhodophyta	75.40		7.50			
Gracilaria bursa pastoris	Rhodophyta	112.90		5.80			
Gracilaria bursa pastoris	Rhodophyta			12.50			
Chondrus crispus	Rhodophyta	112.90		5.80			
Gracilaria bursa pastoris	Rhodophyta			12.50			
Gracilaria bursa pastoris	Rhodophyta			8.20			
Chondrus crispus	Rhodophyta			12.50			
Gracilaria bursa pastoris	Rhodophyta			5.80			
Chondrus crispus	Rhodophyta			12.50			
Gracilaria bursa pastoris	Rhodophyta			5.80			
Gracilaria bursa pastoris	Rhodophyta			5.80			
Hizikia	Phaeophyta		6.00	1.00	120.00	60.00	5.08
Hizikia	Phaeophyta		6.00	1.00	120.00	60.00	7.58
Porphyra amplissima	Rhodophyta	25.00	2.50	0.38	150.00		9.28
Porphyra amplissima	Rhodophyta	75.00	7.50	0.38	150.00		15.09
Porphyra amplissima	Rhodophyta	150.00	15.00	0.38	150.00		17.90
Porphyra amplissima	Rhodophyta	300.00	30.00	0.38	150.00		19.34
Porphyra amplissima	Rhodophyta		2.50	0.38	150.00	25.00	8.33
Porphyra amplissima	Rhodophyta		7.50	0.38	150.00	75.00	10.85
Porphyra amplissima	Rhodophyta		15.00	0.38	150.00	150.00	16.35
Porphyra amplissima	Rhodophyta		30.00	0.38	150.00	300.00	21.23
Porphyra purpurea	Rhodophyta	25.00	2.50	0.38	150.00		2.21
Porphyra purpurea	Rhodophyta	75.00	7.50	0.38	150.00		4.28
Porphyra purpurea	Rhodophyta	150.00	15.00	0.38	150.00		6.10
Porphyra purpurea	Rhodophyta	300.00	30.00	0.38	150.00		8.00
Porphyra purpurea	Rhodophyta		2.50	0.38	150.00	25.00	6.47
Porphyra purpurea	Rhodophyta		7.50	0.38	150.00	75.00	4.13
Porphyra purpurea	Rhodophyta		15.00	0.38	150.00	150.00	5.27
Porphyra purpurea	Rhodophyta		30.00	0.38	150.00	300.00	6.91
Porphyra	Rhodophyta	25.00	2.50	0.38	150.00		7.40
Porphyra	Rhodophyta	75.00	7.50	0.38	150.00		9.31
Porphyra	Rhodophyta	150.00	15.00	0.38	150.00		13.10
Porphyra	Rhodophyta	300.00	30.00	0.38	150.00		11.61
Porphyra	Rhodophyta		2.50	0.38	150.00	25.00	5.84
Porphyra	Rhodophyta		7.50	0.38	150.00	75.00	10.26
Porphyra	Rhodophyta		15.00	0.38	150.00	150.00	7.26
Porphyra	Rhodophyta		30.00	0.38	150.00	300.00	11.78
Porphyra	Rhodophyta	120.00	12.00	0.38	150.00		14.06
Porphyra	Rhodophyta	360.00	36.00	0.38	150.00		16.44
Porphyra	Rhodophyta	720.00	72.00	0.38	150.00		15.84
Porphyra	Rhodophyta	1440.00	144.00	0.38	150.00		13.02
Porphyra haitanensis	Rhodophyta	25.00	2.50	0.38	150.00		3.94
Porphyra haitanensis	Rhodophyta	75.00	7.50	0.38	150.00		6.95
Porphyra haitanensis	Rhodophyta	150.00	15.00	0.38	150.00		10.92
Porphyra haitanensis	Rhodophyta	300.00	30.00	0.38	150.00		10.83
Porphyra haitanensis	Rhodophyta		2.50	0.38	150.00	25.00	4.74
Porphyra haitanensis	Rhodophyta		7.50	0.38	150.00	75.00	12.62
Porphyra haitanensis	Rhodophyta		15.00	0.38	150.00	150.00	11.40
Porphyra haitanensis	Rhodophyta		30.00	0.38	150.00	300.00	11.00
Porphyra katadai	Rhodophyta	25.00	2.50	0.38	150.00		-2.42
Porphyra katadai	Rhodophyta	75.00	7.50	0.38	150.00		2.86
Porphyra katadai	Rhodophyta	150.00	15.00	0.38	150.00		6.10
Porphyra katadai	Rhodophyta	300.00	30.00	0.38	150.00		7.39
Porphyra katadai	Rhodophyta		2.50	0.38	150.00	25.00	-2.42
Porphyra katadai	Rhodophyta		7.50	0.38	150.00	75.00	2.86
Porphyra katadai	Rhodophyta		15.00	0.38	150.00	150.00	4.12
Porphyra katadai	Rhodophyta		30.00	0.38	150.00	300.00	4.37
Porphyra yezoensis	Rhodophyta	25.00	2.50	0.38	150.00		6.78
Porphyra yezoensis	Rhodophyta	75.00	7.50	0.38	150.00		9.16
Porphyra yezoensis	Rhodophyta	150.00	15.00	0.38	150.00		10.10
Porphyra yezoensis	Rhodophyta	300.00	30.00	0.38	150.00		12.56
Porphyra yezoensis	Rhodophyta		2.50	0.38	150.00	25.00	3.96
Porphyra yezoensis	Rhodophyta		7.50	0.38	150.00	75.00	15.15
Porphyra yezoensis	Rhodophyta		15.00	0.38	150.00	150.00	10.78
Porphyra yezoensis	Rhodophyta		30.00	0.38	150.00	300.00	13.83
Porphyra leucosticta	Rhodophyta	25.00	2.50	0.38	150.00		1.48
Porphyra leucosticta	Rhodophyta	75.00	7.50	0.38	150.00		4.80
Porphyra leucosticta	Rhodophyta	150.00	15.00	0.38	150.00		-10.52
Porphyra leucosticta	Rhodophyta	300.00	30.00	0.38	150.00		-10.22
Porphyra leucosticta	Rhodophyta		2.50	0.38	150.00	25.00	-1.30
Porphyra leucosticta	Rhodophyta		7.50	0.38	150.00	75.00	4.06
Porphyra leucosticta	Rhodophyta		15.00	0.38	150.00	150.00	6.14
Porphyra leucosticta	Rhodophyta		30.00	0.38	150.00	300.00	9.54
Ulva rotundata	Chlorophyta			1.00			7.50
Gracilariopsis	Rhodophyta			1.00			6.50
Porphyra purpurea	Rhodophyta	20.00		10.00	40.00		
Porphyra purpurea	Rhodophyta	20.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	40.00		10.00	40.00		
Porphyra purpurea	Rhodophyta	40.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	150.00		10.00	40.00		
Porphyra purpurea	Rhodophyta	150.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	20.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	40.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	75.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	150.00		10.00	150.00		
Porphyra purpurea	Rhodophyta			10.00	150.00	20.00	
Porphyra purpurea	Rhodophyta			10.00	150.00	40.00	
Porphyra purpurea	Rhodophyta			10.00	150.00	75.00	
Porphyra purpurea	Rhodophyta			10.00	150.00	150.00	
Porphyra purpurea	Rhodophyta	20.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	20.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	40.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	40.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	75.00		10.00	150.00		
Porphyra purpurea	Rhodophyta	75.00		10.00	150.00		
Porphyra amplissima	Rhodophyta			10.00	150.00		
Porphyra amplissima	Rhodophyta			10.00	150.00		
Porphyra amplissima	Rhodophyta			10.00	150.00		
Porphyra purpurea	Rhodophyta			10.00	150.00		
Porphyra purpurea	Rhodophyta			10.00	150.00		
Porphyra purpurea	Rhodophyta			10.00	150.00		
Porphyra umbilicalis	Rhodophyta			10.00	150.00		
Porphyra umbilicalis	Rhodophyta			10.00	150.00		
Porphyra umbilicalis	Rhodophyta			10.00	150.00		
Porphyra dentata	Rhodophyta			10.00	150.00		
Porphyra dentata	Rhodophyta			10.00	150.00		
Porphyra dentata	Rhodophyta			10.00	150.00		
Porphyra katadai	Rhodophyta			10.00	150.00		
Porphyra katadai	Rhodophyta			10.00	150.00		
Porphyra katadai	Rhodophyta			10.00	150.00		
Porphyra yezoensis	Rhodophyta			10.00	150.00		
Porphyra yezoensis	Rhodophyta			10.00	150.00		
Porphyra yezoensis	Rhodophyta			10.00	150.00		
Ulva rotundata	Chlorophyta			5.00	180.00		
Enteromorpa intestinalis				5.00	180.00		
Gracilaria gracilis	Rhodophyta			5.00	180.00		
Ulva rotundata	Chlorophyta			1.00	240.00		19.00
Ulva rotundata	Chlorophyta			1.00	240.00		20.00
Ulva rotundata	Chlorophyta			1.00	240.00		19.00
Ulva rotundata	Chlorophyta			1.00	240.00		12.00
Ulva rotundata	Chlorophyta			1.00	240.00		12.00
Ulva rotundata	Chlorophyta			1.00	240.00		13.00
Enteromorpa intestinalis				1.00	240.00		10.00
Enteromorpa intestinalis				1.00	240.00		10.00
Enteromorpa intestinalis				1.00	240.00		15.00
Enteromorpa intestinalis				1.00	240.00		8.00
Enteromorpa intestinalis				1.00	240.00		10.00
Enteromorpa intestinalis				1.00	240.00		17.00
Gracilaria gracilis	Rhodophyta			1.00	240.00		9.00
Gracilaria gracilis	Rhodophyta			1.00	240.00		8.00
Gracilaria gracilis	Rhodophyta			1.00	240.00		9.00
Gracilaria gracilis	Rhodophyta			1.00	240.00		6.00
Gracilaria gracilis	Rhodophyta			1.00	240.00		8.00
Gracilaria gracilis	Rhodophyta			1.00	240.00		7.00
Ulva rotundata	Chlorophyta		0.96	1.00	240.00		6.00
Ulva rotundata	Chlorophyta		0.24	1.00	240.00		4.00
Ulva rotundata	Chlorophyta		0.23	1.00	240.00		2.00
Enteromorpa intestinalis			2.20	1.00	240.00		14.00
Enteromorpa intestinalis			0.36	1.00	240.00		8.00
Enteromorpa intestinalis			0.51	1.00	240.00		11.00
Gracilaria gracilis	Rhodophyta		0.66	1.00	240.00		6.00
Gracilaria gracilis	Rhodophyta		0.14	1.00	240.00		4.00
Gracilaria gracilis	Rhodophyta		0.10	1.00	240.00		4.00
Ulva rigida	Chlorophyta	112.47		1.00	710.00		8.70
Ulva rigida	Chlorophyta	112.47		2.00	710.00		6.20
Ulva rigida	Chlorophyta	119.93		4.00	710.00		3.00
Ulva rigida	Chlorophyta	229.37		1.00	710.00		13.20
Ulva rigida	Chlorophyta	250.60		2.00	710.00		10.40
Ulva rigida	Chlorophyta	250.60		4.00	710.00		5.00
Ulva rigida	Chlorophyta	360.73		1.00	710.00		14.00
Ulva rigida	Chlorophyta	360.73		2.00	710.00		11.00
Ulva rigida	Chlorophyta	367.97		4.00	710.00		5.60
Ulva rigida	Chlorophyta			1.00	710.00		12.60
Ulva rigida	Chlorophyta			2.00	710.00		9.60
Ulva rigida	Chlorophyta			4.00	710.00		5.40
Ulva rigida	Chlorophyta	250.60		0.00	710.00		
Ulva lactuca	Chlorophyta	25.00		2.10			
Ulva lactuca	Chlorophyta	31.00		2.10			
Ulva lactuca	Chlorophyta	10.00		2.10			
Ulva lactuca	Chlorophyta	10.00		2.10			
Ulva lactuca	Chlorophyta	10.00		2.10			
Ulva lactuca	Chlorophyta	12.00		2.10			
Ulva lactuca	Chlorophyta	12.00		2.10			
Ulva lactuca	Chlorophyta	12.00		2.10			
Ulva lactuca	Chlorophyta	14.00		2.10			
Ulva lactuca	Chlorophyta	14.00		2.10			
Ulva lactuca	Chlorophyta	14.00		2.10			
Ulva lactuca	Chlorophyta	27.00		2.10			
Ulva lactuca	Chlorophyta	27.00		2.10			
Ulva lactuca	Chlorophyta	27.00		2.10			
Ulva lactuca	Chlorophyta	32.00		2.10			
Ulva lactuca	Chlorophyta	32.00		2.10			
Ulva lactuca	Chlorophyta	32.00		2.10			
Ulva lactuca	Chlorophyta	48.00		2.10			
Ulva lactuca	Chlorophyta	48.00		2.10			
Ulva lactuca	Chlorophyta	48.00		2.10			
Ulva lactuca	Chlorophyta	77.00		2.10			
Ulva lactuca	Chlorophyta	77.00		2.10			
Ulva lactuca	Chlorophyta	77.00		2.10			
Ulva lactuca	Chlorophyta	71.00		2.10			
Ulva lactuca	Chlorophyta	71.00		2.10			
Ulva lactuca	Chlorophyta	71.00		2.10			
Ulva lactuca	Chlorophyta	78.00		2.10			
Ulva lactuca	Chlorophyta	78.00		2.10			
Ulva lactuca	Chlorophyta	78.00		2.10			
Ulva lactuca	Chlorophyta	35.00		4.20			
Ulva lactuca	Chlorophyta	35.00		8.30			
Ulva lactuca	Chlorophyta	35.00		12.50			
Ulva lactuca	Chlorophyta	36.00		4.20			
Ulva lactuca	Chlorophyta	36.00		8.30			
Ulva lactuca	Chlorophyta	36.00		12.50			
Ulva lactuca	Chlorophyta	76.00		4.20			
Ulva lactuca	Chlorophyta	76.00		8.30			
Ulva lactuca	Chlorophyta	76.00		12.50			
Mastocarpus stellatus	Rhodophyta	154.10		1.67			
Mastocarpus stellatus	Rhodophyta	151.20		3.35			
Mastocarpus stellatus	Rhodophyta	153.00		5.02			
Mastocarpus stellatus	Rhodophyta	170.50		1.67			
Mastocarpus stellatus	Rhodophyta	179.00		3.35			
Mastocarpus stellatus	Rhodophyta	175.00		5.02			
Sargassum hemiphyllum	Phaeophyta	0.38	0.53			5.10	1.71
Sargassum hemiphyllum	Phaeophyta	1.57	0.38			8.38	2.32
Sargassum henslowianum	Phaeophyta	0.38	0.53			5.10	1.32
Sargassum henslowianum	Phaeophyta	1.57	0.38			8.38	1.52
Hydropuntia cornea	Rhodophyta	53.00		2.50	100.00	25.80	1.36
Hydropuntia cornea	Rhodophyta	53.00		4.00	100.00	25.80	1.09
Hydropuntia cornea	Rhodophyta	53.00		6.00	100.00	25.80	1.36
Hydropuntia cornea	Rhodophyta	53.00		8.00	100.00	25.80	0.76
Ulva lactuca	Chlorophyta	115.56		2.00			4.70
Gracilaria edulis	Rhodophyta	111.11		2.00			3.60
Ulva lactuca	Chlorophyta	355.00		2.00			2.40
Gracilaria edulis	Rhodophyta	334.44		2.00			4.30
Ulva lactuca	Chlorophyta	222.22		1.00			
Gracilaria edulis	Rhodophyta	222.22		1.00			
Gracilaria tikvahiae	Rhodophyta		4.90				6.32
Gracilaria tikvahiae	Rhodophyta		4.90				4.85
Gracilaria tikvahiae	Rhodophyta		12.00				6.13
Gracilaria tikvahiae	Rhodophyta		12.00				3.47
Gracilaria tikvahiae	Rhodophyta		4.90				
Gracilaria tikvahiae	Rhodophyta		4.90				5.14
Gracilaria tikvahiae	Rhodophyta		12.00				
Gracilaria tikvahiae	Rhodophyta		12.00				9.12
Gracilariopsis	Rhodophyta	30.36	0.53	1.00	60.00	9.96	
Gracilariopsis	Rhodophyta	30.36	0.53	6.00	60.00	9.96	
Gracilariopsis	Rhodophyta	31.21	0.58	3.00	60.00	10.12	
Gracilariopsis	Rhodophyta	31.21	0.58	9.00	60.00	10.12	
Gracilariopsis	Rhodophyta	26.28	3.97	1.00	60.00	12.69	3.03
Gracilariopsis	Rhodophyta	26.28	3.97	6.00	60.00	12.69	1.86
Gracilariopsis	Rhodophyta	38.36	4.69	3.00	60.00	13.56	2.48
Gracilariopsis	Rhodophyta	38.36	4.69	9.00	60.00	13.56	1.12
Ulva lactuca	Chlorophyta	41.61	1.52	2.00	36.00		
Ulva lactuca	Chlorophyta	141.28	7.70	2.00	36.00		
Ulva lactuca	Chlorophyta			0.13	150.00		11.97
Ulva lactuca	Chlorophyta			0.13	150.00	440.00	18.89
Ulva lactuca	Chlorophyta	440.00		0.13	150.00		15.04
Ulva lactuca	Chlorophyta	6.00		0.13	150.00		23.66
Ulva lactuca	Chlorophyta	12.00		0.13	150.00		35.40
Ulva lactuca	Chlorophyta	25.00		0.13	150.00		43.46
Ulva lactuca	Chlorophyta	50.00		0.13	150.00		54.57
Ulva lactuca	Chlorophyta	100.00		0.13	150.00		53.00
Enteromorpha sp.	Chlorophyta	5.39	0.52	0.28		1.03	
Enteromorpha sp.	Chlorophyta	5.39	0.52	0.56		1.03	
Enteromorpha sp.	Chlorophyta	5.39	0.52	1.10		1.03	
Enteromorpha sp.	Chlorophyta	5.39	0.52	2.20		1.03	
Palmaria palmata	Rhodophyta						
Palmaria palmata	Rhodophyta						
Saccharina latissima	Phaeophyta						
Saccharina latissima	Phaeophyta						
Gracilaria verrucosa	Rhodophyta	18.12	0.69			8.82	11.57
Porphyra yezoensis	Rhodophyta			0.18			1.24
Gracilaria lichevoides	Rhodophyta	2.60	0.31			0.83	7.50
Gracilaria lichevoides	Rhodophyta	2.60	0.31			0.97	7.50
Ulva pertusa	Chlorophyta	75.60	6.20	10.00	350.00	70.80	
Saccharina japonica	Phaeophyta	92.00	8.40	10.00	350.00	59.00	
Gracilariopsis chorda	Rhodophyta	87.90	6.30	10.00	350.00	55.60	
Gracilaria verrucosa	Rhodophyta	15.97	0.31			19.35	9.42
Gracilaria salicornia	Rhodophyta	4.13	7.17	0.28		196.57	0.61
Gracilaria salicornia	Rhodophyta	4.79	5.93	0.56		161.06	0.44
Gracilaria salicornia	Rhodophyta	4.98	6.74	0.84		175.46	0.44
Caulerpa lentillifera	Chlorophyta	5.36	6.89	0.28		142.87	2.58
Caulerpa lentillifera	Chlorophyta	6.38	7.93	0.56		202.71	1.92
Caulerpa lentillifera	Chlorophyta	5.16	6.27	0.84		127.32	1.70
Gracilaria	Rhodophyta	5.00	0.50	5.00	180.00		
Gracilaria	Rhodophyta	10.00	1.00	5.00	180.00		
